Id,Name,Rating,Genre,Release_year,Imdb_score,release_date,votes,runtime,
338,Superman III,PG,Action,1983,5,"June 17, 1983 ",66000,125,
339,The Big Chill,R,Comedy,1983,7.2,"September 30, 1983 ",34000,105,
340,Staying Alive,PG,Drama,1983,4.7,"July 15, 1983 ",15000,93,
341,Jaws 3-D,PG,Adventure,1983,3.7,"July 22, 1983 ",41000,99,
342,Christine,R,Horror,1983,6.7,"December 9, 1983 ",75000,110,
343,Sleepaway Camp,R,Horror,1983,6.3,"November 18, 1983 ",28000,84,
344,Flashdance,R,Drama,1983,6.2,"April 15, 1983 ",50000,95,
345,WarGames,PG,Action,1983,7.1,"June 3, 1983 ",93000,114,
346,The Right Stuff,PG,Adventure,1983,7.8,"February 17, 1984 ",57000,193,
347,Krull,PG,Action,1983,6.1,"July 29, 1983 ",31000,121,
348,Spring Break,R,Comedy,1983,4.9,"March 25, 1983 ",2800,102,
349,The Dead Zone,R,Drama,1983,7.2,"October 21, 1983 ",65000,103,
350,Octopussy,PG,Action,1983,6.5,"June 10, 1983 ",98000,131,
351,Private School,R,Comedy,1983,5.3,"July 29, 1983 ",6100,89,
352,Valley Girl,R,Comedy,1983,6.4,"April 29, 1983 ",14000,99,
353,Rumble Fish,R,Crime,1983,7.2,"October 21, 1983 ",32000,94,
354,Videodrome,R,Horror,1983,7.2,"February 4, 1983 ",86000,87,
355,Terms of Endearment,PG,Comedy,1983,7.4,"December 9, 1983 ",57000,132,
356,Twilight Zone: The Movie,PG,Horror,1983,6.5,"June 24, 1983 ",34000,101,
357,Never Say Never Again,PG,Action,1983,6.2,"October 7, 1983 ",63000,134,
358,A Christmas Story,PG,Comedy,1983,7.9,"November 18, 1983 ",134000,93,
359,Cujo,R,Horror,1983,6.1,"August 12, 1983 ",41000,93,
360,Sudden Impact,R,Action,1983,6.6,"December 9, 1983 ",42000,117,
361,The Hunger,R,Drama,1983,6.7,"April 29, 1983 ",24000,97,
362,Mr. Mom,PG,Comedy,1983,6.6,"August 19, 1983 ",22000,91,
363,Blue Thunder,R,Action,1983,6.4,"May 13, 1983 ",18000,109,
364,Breathless,R,Action,1983,5.9,"May 13, 1983 ",8700,100,
365,Psycho II,R,Crime,1983,6.5,"June 3, 1983 ",25000,113,
366,Local Hero,PG,Comedy,1983,7.4,"March 17, 1983 ",22000,111,
367,Bad Boys,R,Crime,1983,7.2,"March 25, 1983 ",14000,123,
368,Silkwood,R,Biography,1983,7.2,"January 27, 1984 ",19000,131,
369,All the Right Moves,R,Drama,1983,5.9,"October 21, 1983 ",16000,91,
370,The Keep,R,Drama,1983,5.7,"December 16, 1983 ",11000,96,
371,My Tutor,R,Comedy,1983,5.2,"April 22, 1983 ",3300,97,
372,Yentl,PG,Drama,1983,6.6,"January 6, 1984 ",13000,133,
373,Fire and Ice,PG,Animation,1983,6.6,"August 26, 1983 ",10000,81,
374,Eddie and the Cruisers,PG,Drama,1983,6.9,"September 23, 1983 ",6900,95,
375,Yellowbeard,PG,Action,1983,6,"June 24, 1983 ",7500,96,
376,The Meaning of Life,R,Comedy,1983,7.5,"March 31, 1983 ",115000,107,
377,Nostalghia,Not Rated,Drama,1983,8.1,March 1992 ,24000,125,
378,Hot Dog... The Movie,R,Comedy,1983,5,"January 13, 1984 ",3200,96,
379,Smokey and the Bandit Part 3,PG,Action,1983,3.5,"August 12, 1983 ",8200,85,
380,Deathstalker,R,Action,1983,4.6,"September 16, 1983 ",4600,80,
381,Porky's II: The Next Day,R,Comedy,1983,5,"June 24, 1983 ",11000,98,
382,Something Wicked This Way Comes,PG,Fantasy,1983,6.8,"April 29, 1983 ",8600,95,
383,Tender Mercies,PG,Drama,1983,7.4,"March 4, 1983 ",9700,92,
384,Star 80,R,Biography,1983,6.7,"February 3, 1984 ",6000,103,
385,Gorky Park,R,Crime,1983,6.7,"December 16, 1983 ",13000,128,
386,Lone Wolf McQuade,PG,Action,1983,6.3,"April 15, 1983 ",11000,107,
387,Easy Money,R,Comedy,1983,6.3,"August 19, 1983 ",8200,95,
388,Merry Christmas Mr. Lawrence,R,Drama,1983,7.3,"September 2, 1983 ",16000,123,
389,Losin' It,R,Comedy,1983,4.9,"April 22, 1983 ",4200,100,
390,Screwballs,R,Comedy,1983,4.7,"April 1, 1983 ",3000,80,
391,Brainstorm,PG,Sci-Fi,1983,6.4,"September 30, 1983 ",11000,106,
392,The Man with Two Brains,R,Comedy,1983,6.4,"June 3, 1983 ",25000,93,
393,Angel,R,Action,1983,5.7,"January 13, 1984 ",2900,94,
394,10 to Midnight,R,Crime,1983,6.3,"March 11, 1983 ",7200,101,
395,Uncommon Valor,R,Action,1983,6.4,"December 16, 1983 ",9300,105,
396,Doctor Detroit,R,Comedy,1983,5.2,"May 6, 1983 ",5400,89,
397,Mortuary,R,Horror,1983,5.2,"September 2, 1983 ",1900,93,
398,Stroker Ace,PG,Action,1983,4.9,"July 1, 1983 ",3700,96,
399,Sahara,PG,Adventure,1983,5,"March 2, 1984 ",1500,111,
400,Two of a Kind,PG,Comedy,1983,4.7,"December 16, 1983 ",3900,88,
401,Chained Heat,R,Action,1983,5,"May 27, 1983 ",2100,95,
402,Spacehunter: Adventures in the Forbidden Zone,PG,Action,1983,5.5,"May 20, 1983 ",5500,90,
403,High Road to China,PG,Adventure,1983,6.1,"March 18, 1983 ",5100,105,
404,Never Cry Wolf,PG,Adventure,1983,7.5,"January 27, 1984 ",7800,105,
405,The Pirates of Penzance,G,Comedy,1983,7.1,"February 18, 1983 ",3300,112,
406,Rock & Rule,PG,Animation,1983,6.5,"July 24, 1987 ",3400,77,
407,Hercules,PG,Adventure,1983,4,"August 26, 1983 ",3600,98,
408,Educating Rita,PG,Comedy,1983,7.2,"October 28, 1983 ",13000,110,
409,A Night in Heaven,R,Drama,1983,4.3,"November 18, 1983 ",1200,83,
410,Under Fire,R,Drama,1983,7,"October 21, 1983 ",7200,128,
411,Amityville 3-D,PG,Horror,1983,4.1,"November 18, 1983 ",6000,105,
412,Testament,PG,Drama,1983,7,"January 5, 1984 ",5800,90,
413,The Osterman Weekend,R,Action,1983,5.9,"November 4, 1983 ",8200,103,
414,Revenge of the Ninja,R,Action,1983,6.1,"September 16, 1983 ",4700,90,
415,Zelig,PG,Comedy,1983,7.7,"August 25, 1983 ",41000,79,
416,Independence Day,R,Drama,1983,6.5,"September 9, 1983 ",458,110,
417,Escape from the Bronx,R,Action,1983,4.6,"January 18, 1985 ",2300,89,
418,To Be or Not to Be,PG,Comedy,1983,6.8,"December 16, 1983 ",10000,107,
419,Eureka,R,Drama,1983,6,"May 20, 1983 ",3100,130,
420,The Wicked Lady,R,Adventure,1983,4.7,"October 28, 1983 ",1100,98,
421,Still Smokin,R,Comedy,1983,5.6,"May 6, 1983 ",7400,91,
422,"Yor, the Hunter from the Future",PG,Action,1983,4.4,"August 19, 1983 ",2900,88,
423,Of Unknown Origin,R,Horror,1983,6.1,"November 24, 1983 ",2900,88,
424,Curse of the Pink Panther,PG,Comedy,1983,4.3,"August 12, 1983 ",5700,109,
425,D.C. Cab,R,Action,1983,5.5,"December 16, 1983 ",4400,100,
426,Beyond the Limit,R,Drama,1983,5.7,"September 30, 1983 ",1200,104,
427,The Survivors,R,Comedy,1983,5.8,"June 22, 1983 ",4700,103,
428,The Lonely Lady,R,Drama,1983,3,"September 30, 1983 ",938,92,
429,The Star Chamber,R,Crime,1983,6.3,"August 5, 1983 ",6500,109,
430,The Dresser,PG,Drama,1983,7.6,"December 6, 1983 ",4900,118,
431,The Lords of Discipline,R,Thriller,1983,6.6,"February 18, 1983 ",2600,102,
432,Cross Creek,PG,Biography,1983,7,"October 27, 1983 ",1700,127,
433,The Man Who Loved Women,R,Comedy,1983,5.3,"December 16, 1983 ",2200,110,
434,Nightmares,R,Horror,1983,5.8,"September 9, 1983 ",3000,99,
435,Deal of the Century,PG,Comedy,1983,4.6,"November 4, 1983 ",3600,99,
436,Eddie Macon's Run,PG,Action,1983,5.7,"March 25, 1983 ",1100,95,
437,Max Dugan Returns,PG,Comedy,1983,6.6,"March 25, 1983 ",3300,98,
438,The Sting II,PG,Comedy,1983,4.9,"February 18, 1983 ",2100,101,
439,Baby It's You,R,Comedy,1983,6.3,"March 4, 1983 ",1700,105,
440,Heat and Dust,R,Drama,1983,6.6,January 1983 ,1600,130,
441,Going Berserk,R,Comedy,1983,5.2,"September 30, 1983 ",1700,85,
442,Daniel,R,Drama,1983,6.6,"February 10, 1984 ",1200,130,
443,Heart Like a Wheel,PG,Biography,1983,6.7,"April 1, 1983 ",1300,113,
444,Love Letters,R,Drama,1983,5.9,"April 27, 1984 ",701,88,
445,Get Crazy,R,Comedy,1983,6.7,"August 5, 1983 ",1100,92,
446,Nate and Hayes,PG,Action,1983,6.2,"November 18, 1983 ",2100,99,
447,Strange Invaders,PG,Horror,1983,5.5,"September 16, 1983 ",2700,94,
448,The Black Stallion Returns,PG,Adventure,1983,6,"March 25, 1983 ",2100,103,
449,Metalstorm: the Destruction of Jared-Syn,PG,Action,1983,3.8,"August 19, 1983 ",1600,84,
450,Getting It on,R,Comedy,1983,3.7,August 1983 ,208,96,
451,Lianna,R,Drama,1983,6.8,"September 8, 1983 ",1600,110,
452,Better Late Than Never,PG,Comedy,1983,5.8,"April 15, 1983 ",115,89,
453,Lovesick,PG,Comedy,1983,5.2,"February 18, 1983 ",747,95,
454,Running Brave,PG,Biography,1983,6.7,"November 4, 1983 ",659,106,
455,Exposed,R,Drama,1983,5.1,"April 22, 1983 ",786,100,
456,Trenchcoat,PG,Comedy,1983,5.3,"March 11, 1983 ",456,91,
457,Stryker,R,Action,1983,4.3,"September 2, 1983 ",617,86,
458,The Man Who Wasn't There,R,Action,1983,3.8,"August 12, 1983 ",513,111,
459,Table for Five,PG,Drama,1983,6.1,"March 10, 1983 ",681,122,
460,Romantic Comedy,PG,Comedy,1983,5.2,"October 7, 1983 ",786,103,
461,Young Warriors,R,Action,1983,4.7,"August 28, 1983 ",460,105,
462,"Man, Woman and Child",PG,Drama,1983,6.1,"September 7, 1983 ",368,99,
463,Hanna K.,R,Drama,1983,6.3,"September 7, 1983 ",661,111,
464,Slayground,R,Crime,1983,4.9,February 1984 ,360,89,
465,White Star,R,Drama,1983,6,"March 8, 1985 ",235,92,
466,Richard Pryor... Here and Now,R,Comedy,1983,7.3,"October 28, 1983 ",2200,83,
467,Deadly Force,R,Action,1983,4.9,"July 15, 1983 ",300,95,
468,My Brother's Wedding,Not Rated,Drama,1983,7.2,March 1985 ,826,115,
469,Blue Skies Again,PG,Comedy,1983,5.4,"April 29, 1983 ",169,96,
470,Last Plane Out,PG,Action,1983,4.5,"September 23, 1983 ",131,92,
471,Cross Country,R,Thriller,1983,5.4,"November 18, 1983 ",182,95,
472,A Polish Vampire in Burbank,Not Rated,Comedy,1983,5,"October 31, 1983 ",275,80,
473,Forever Young,Not Rated,Drama,1983,6.7,"January 29, 1986 ",51,84,
474,The Golden Seal,PG,Drama,1983,5.3,"August 19, 1983 ",313,94,
475,The Business of Show Business,R,History,1983,8.3,"February 15, 1983 ",79,55,
476,The Terminator,R,Action,1984,8,"October 26, 1984 ",812000,107,
477,Dune,PG-13,Action,1984,6.5,"December 14, 1984 ",132000,137,
478,Ghostbusters,PG,Action,1984,7.8,"June 8, 1984 ",365000,105,
479,The Karate Kid,PG,Action,1984,7.3,"June 22, 1984 ",205000,126,
480,Once Upon a Time in America,R,Crime,1984,8.4,"June 1, 1984 ",321000,229,
481,Police Academy,R,Comedy,1984,6.7,"March 23, 1984 ",118000,96,
482,Indiana Jones and the Temple of Doom,PG,Action,1984,7.5,"May 23, 1984 ",459000,118,
483,Body Double,R,Crime,1984,6.8,"October 26, 1984 ",30000,114,
484,A Nightmare on Elm Street,R,Horror,1984,7.5,"November 16, 1984 ",212000,91,
485,Amadeus,PG,Biography,1984,8.3,"September 19, 1984 ",377000,160,
486,Beverly Hills Cop,R,Action,1984,7.3,"December 5, 1984 ",171000,105,
487,Red Dawn,PG-13,Action,1984,6.4,"August 10, 1984 ",53000,114,
488,The NeverEnding Story,PG,Adventure,1984,7.4,"July 20, 1984 ",135000,102,
489,Footloose,PG,Drama,1984,6.6,"February 17, 1984 ",73000,107,
490,Revenge of the Nerds,R,Comedy,1984,6.6,"August 10, 1984 ",50000,90,
491,Gremlins,PG,Comedy,1984,7.3,"June 8, 1984 ",204000,106,
492,Romancing the Stone,PG,Action,1984,6.9,"March 30, 1984 ",86000,106,
493,Streets of Fire,PG,Action,1984,6.7,"June 1, 1984 ",19000,93,
494,Sixteen Candles,PG,Comedy,1984,7,"May 4, 1984 ",108000,93,
495,"Paris, Texas",R,Drama,1984,8.1,"August 23, 1984 ",96000,145,
496,This Is Spinal Tap,R,Comedy,1984,7.9,"March 2, 1984 ",132000,82,
497,1984,R,Drama,1984,7.1,"March 22, 1985 ",68000,113,
498,Top Secret!,PG,Comedy,1984,7.2,"June 8, 1984 ",62000,90,
499,Conan the Destroyer,PG,Action,1984,5.9,"June 29, 1984 ",77000,103,
500,Children of the Corn,R,Horror,1984,5.6,"March 9, 1984 ",49000,92,
501,The Last Starfighter,PG,Action,1984,6.8,"July 13, 1984 ",39000,101,
502,Splash,PG,Comedy,1984,6.3,"March 9, 1984 ",71000,111,
503,Blood Simple,R,Crime,1984,7.6,"January 18, 1985 ",91000,99,
504,The Natural,PG,Drama,1984,7.5,"May 11, 1984 ",46000,138,
505,Bachelor Party,R,Comedy,1984,6.3,"June 29, 1984 ",36000,105,
506,Nausicaä of the Valley of the Wind,R,Animation,1984,8.1,"November 25, 1987 ",157000,117,
507,Friday the 13th: the Final Chapter,R,Horror,1984,6,"April 13, 1984 ",47000,91,
508,Hardbodies,R,Comedy,1984,4.9,"May 4, 1984 ",3200,88,
509,Against All Odds,R,Action,1984,5.9,"March 2, 1984 ",11000,128,
510,Supergirl,PG,Action,1984,4.4,"November 21, 1984 ",19000,124,
511,The Bounty,PG,Adventure,1984,7,"May 4, 1984 ",25000,132,
512,Firestarter,R,Action,1984,6.1,"May 11, 1984 ",30000,114,
513,C.H.U.D.,R,Horror,1984,5.6,"August 31, 1984 ",11000,88,
514,The Woman in Red,PG-13,Comedy,1984,6,"August 15, 1984 ",15000,87,
515,Runaway,PG-13,Action,1984,5.9,"December 14, 1984 ",12000,99,
516,The Adventures of Buckaroo Banzai Across the 8th Dimension,PG,Adventure,1984,6.4,"October 5, 1984 ",25000,103,
517,Star Trek III: The Search for Spock,PG,Action,1984,6.7,"June 1, 1984 ",76000,105,
518,Repo Man,R,Action,1984,6.9,"March 2, 1984 ",35000,92,
519,2010: the Year We Make Contact,PG,Adventure,1984,6.8,"December 7, 1984 ",50000,116,
520,The Killing Fields,R,Biography,1984,7.8,"February 1, 1985 ",53000,141,
521,The Cotton Club,R,Crime,1984,6.5,"December 14, 1984 ",17000,127,
522,Starman,PG,Romance,1984,7,"December 14, 1984 ",44000,115,
523,Night of the Comet,PG-13,Comedy,1984,6.4,"November 16, 1984 ",19000,95,
524,Blame It on Rio,R,Comedy,1984,5.8,"February 17, 1984 ",10000,100,
525,Dreamscape,PG-13,Action,1984,6.3,"August 17, 1984 ",14000,99,
526,Crimes of Passion,R,Drama,1984,6.4,"October 19, 1984 ",6600,107,
527,The Philadelphia Experiment,PG,Adventure,1984,6.1,"August 3, 1984 ",15000,102,
528,Places in the Heart,PG,Drama,1984,7.4,"October 5, 1984 ",11000,111,
529,Bolero,R,Comedy,1984,3,"August 31, 1984 ",5100,105,
530,Cannonball Run II,PG,Action,1984,5.1,"June 29, 1984 ",15000,108,
531,Stranger Than Paradise,R,Comedy,1984,7.5,"October 4, 1984 ",36000,89,
532,The Ice Pirates,PG,Action,1984,5.7,"March 16, 1984 ",10000,91,
533,A Passage to India,PG,Adventure,1984,7.3,"February 1, 1985 ",18000,164,
534,Purple Rain,R,Drama,1984,6.5,"July 27, 1984 ",20000,111,
535,The Hotel New Hampshire,R,Comedy,1984,6,"March 9, 1984 ",8000,109,
536,The Hit,R,Crime,1984,7.1,"March 8, 1985 ",7700,98,
537,Sheena,PG,Adventure,1984,4.9,"August 17, 1984 ",4600,117,
538,Missing in Action,R,Action,1984,5.5,"November 16, 1984 ",14000,101,
539,"Greystoke: The Legend of Tarzan, Lord of the Apes",PG,Adventure,1984,6.4,"March 30, 1984 ",18000,143,
540,The Muppets Take Manhattan,G,Adventure,1984,6.9,"July 13, 1984 ",20000,94,
541,The Wild Life,R,Comedy,1984,6.1,"September 28, 1984 ",2500,96,
542,Falling in Love,PG-13,Drama,1984,6.5,"November 21, 1984 ",13000,106,
543,Gwendoline,R,Action,1984,5.3,"January 25, 1985 ",2700,87,
544,Breakin',PG,Comedy,1984,5.8,"May 4, 1984 ",6000,90,
545,Birdy,R,Drama,1984,7.3,"December 21, 1984 ",22000,120,
546,The Company of Wolves,R,Drama,1984,6.7,"April 19, 1985 ",15000,95,
547,Ghoulies,PG-13,Comedy,1984,4.2,"January 18, 1985 ",8400,81,
548,Electric Dreams,PG,Comedy,1984,6.5,"July 20, 1984 ",7100,95,
549,Cloak & Dagger,PG,Action,1984,6.6,"August 10, 1984 ",7000,101,
550,Racing with the Moon,PG,Comedy,1984,6.7,"March 23, 1984 ",4200,108,
551,"Silent Night, Deadly Night",R,Horror,1984,5.9,"November 9, 1984 ",14000,79,
552,The Pope of Greenwich Village,R,Action,1984,6.7,"June 22, 1984 ",8000,121,
553,All of Me,PG,Comedy,1984,6.7,"September 21, 1984 ",17000,93,
554,"Grandview, U.S.A.",R,Drama,1984,5.4,"August 3, 1984 ",1800,97,
555,Where the Boys Are,R,Comedy,1984,4.1,"April 6, 1984 ",983,94,
556,Reckless,R,Comedy,1984,6.3,"February 3, 1984 ",1900,90,
557,Tightrope,R,Crime,1984,6.3,"August 17, 1984 ",16000,114,
558,Rhinestone,PG,Comedy,1984,3.9,"June 22, 1984 ",7000,111,
559,The Flamingo Kid,PG-13,Comedy,1984,6.2,"December 21, 1984 ",5000,100,
560,Up the Creek,R,Comedy,1984,5.6,"April 6, 1984 ",3300,96,
561,Swing Shift,PG,Drama,1984,5.9,"April 13, 1984 ",4400,100,
562,Beat Street,PG,Drama,1984,6.5,"June 8, 1984 ",3600,105,
563,Joy of Sex,R,Comedy,1984,3.7,"August 3, 1984 ",705,93,
564,Breakin' 2: Electric Boogaloo,PG,Comedy,1984,5.1,"December 21, 1984 ",3900,94,
565,The Razor's Edge,PG-13,Drama,1984,6.6,"October 19, 1984 ",5100,128,
566,Tank,PG,Action,1984,5.8,"March 16, 1984 ",4100,113,
567,Moscow on the Hudson,R,Comedy,1984,6.5,"April 6, 1984 ",11000,115,
568,Ninja III: The Domination,R,Action,1984,5.4,"September 14, 1984 ",4200,92,
569,The Warrior and the Sorceress,R,Adventure,1984,4.3,"September 7, 1984 ",1700,81,
570,The Evil That Men Do,R,Action,1984,6,"September 21, 1984 ",3600,90,
571,Firstborn,R,Drama,1984,6.2,"October 26, 1984 ",2300,103,
572,Cut and Run,R,Adventure,1984,5.7,"May 2, 1986 ",2100,90,
573,Teachers,R,Comedy,1984,6.1,"October 5, 1984 ",4000,107,
574,Repentance,PG,Drama,1984,8.3,"May 18, 1987 ",4100,153,
575,The River,PG-13,Drama,1984,6.3,"January 11, 1985 ",6500,124,
576,Razorback,R,Horror,1984,6,"November 16, 1984 ",6100,95,
577,A Soldier's Story,PG,Crime,1984,7.2,"November 2, 1984 ",9300,101,
578,Comfort and Joy,PG,Comedy,1984,6.7,"October 10, 1984 ",1900,106,
579,Meatballs Part II,PG,Comedy,1984,3.7,"July 27, 1984 ",2300,87,
580,Lassiter,R,Action,1984,5.9,"February 17, 1984 ",2200,100,
581,Irreconcilable Differences,PG,Comedy,1984,5.8,"September 28, 1984 ",2900,113,
582,City Heat,PG,Action,1984,5.5,"December 7, 1984 ",9300,93,
583,Under the Volcano,R,Drama,1984,7,"June 13, 1984 ",5100,112,
584,Iceman,PG,Drama,1984,6.1,"April 13, 1984 ",5300,100,
585,Flashpoint,R,Action,1984,6.4,"August 31, 1984 ",2300,93,
586,The Little Drummer Girl,R,Drama,1984,6.1,"October 19, 1984 ",2000,130,
587,Lust in the Dust,R,Comedy,1984,6.4,"March 1, 1985 ",3000,84,
588,Hot Moves,R,Comedy,1984,4.8,"October 4, 1984 ",619,85,
589,Oxford Blues,PG-13,Comedy,1984,5.3,"August 24, 1984 ",3000,97,
590,Thief of Hearts,Not Rated,Crime,1984,5.8,"October 19, 1984 ",1600,100,
591,The Brother from Another Planet,R,Comedy,1984,6.8,"September 14, 1984 ",5700,108,
592,No Small Affair,R,Comedy,1984,5.5,"November 9, 1984 ",2000,102,
593,Broadway Danny Rose,PG,Comedy,1984,7.4,"January 27, 1984 ",24000,84,
594,Best Defense,R,Comedy,1984,3.8,"July 20, 1984 ",5600,94,
595,Micki + Maude,PG-13,Comedy,1984,6,"December 21, 1984 ",2800,118,
596,Protocol,PG,Comedy,1984,5.5,"December 21, 1984 ",4600,96,
597,Exterminator 2,R,Action,1984,4.5,"September 14, 1984 ",2000,89,
598,American Dreamer,PG,Comedy,1984,6.6,"October 26, 1984 ",1400,105,
599,The Lonely Guy,R,Comedy,1984,6.3,"January 27, 1984 ",6800,90,
600,Choose Me,R,Comedy,1984,6.8,"August 29, 1984 ",2600,106,
601,Making the Grade,R,Comedy,1984,5.7,"May 18, 1984 ",1300,105,
602,Full Moon in Paris,R,Comedy,1984,7.4,"August 29, 1984 ",4200,101,
603,Unfaithfully Yours,PG,Comedy,1984,6,"February 10, 1984 ",2600,96,
604,Impulse,R,Horror,1984,5.9,"September 28, 1984 ",1300,91,
605,Mrs. Soffel,PG-13,Drama,1984,6.1,"February 8, 1985 ",3000,110,
606,Garbo Talks,PG-13,Comedy,1984,6.4,"October 12, 1984 ",1500,103,
607,Country,PG,Drama,1984,6.7,"September 29, 1984 ",1800,105,
608,Cheech & Chong's the Corsican Brothers,PG,Comedy,1984,4.7,"July 27, 1984 ",3900,82,
609,Purple Hearts,R,Drama,1984,5.8,"August 31, 1984 ",816,116,
610,Give My Regards to Broad Street,PG,Drama,1984,5.2,"October 23, 1984 ",1400,108,
611,Songwriter,R,Drama,1984,6.3,"October 14, 1984 ",599,94,
612,Finders Keepers,R,Comedy,1984,5.4,"May 18, 1984 ",856,96,
613,The Bostonians,Not Rated,Drama,1984,6.3,"October 5, 1984 ",1800,122,
614,Body Rock,PG-13,Drama,1984,3.7,"September 28, 1984 ",446,93,
615,The River Rat,PG,Adventure,1984,6.3,"September 28, 1984 ",866,93,
616,Just the Way You Are,PG,Comedy,1984,5.9,"November 16, 1984 ",807,94,
617,Until September,R,Drama,1984,5.7,"September 21, 1984 ",634,95,
618,Crackers,PG,Adventure,1984,5.2,"February 17, 1984 ",1200,91,
619,Kaos,R,Comedy,1984,7.9,"February 14, 1986 ",2700,187,
620,Misunderstood,PG,Drama,1984,6,"March 30, 1984 ",440,91,
621,Mike's Murder,R,Drama,1984,5.8,"March 9, 1984 ",822,109,
622,The Buddy System,PG,Drama,1984,5.7,"January 20, 1984 ",794,110,
623,A Private Function,R,Comedy,1984,6.5,"March 1, 1985 ",2600,92,
624,Scandalous,PG,Comedy,1984,4.5,"January 20, 1984 ",212,92,
625,"Oh, God! You Devil",PG,Comedy,1984,5.4,"November 9, 1984 ",2400,97,
626,The Bay Boy,R,Drama,1984,6.3,"February 15, 1985 ",653,107,
627,Heavenly Bodies,R,Drama,1984,5.2,"February 1, 1985 ",733,90,
628,Heartbreakers,R,Drama,1984,5.9,"September 28, 1984 ",456,98,
629,Champions,PG,Biography,1984,6.5,"April 20, 1984 ",586,106,
630,A Sunday in the Country,G,Drama,1984,7.6,"April 11, 1984 ",2500,90,
631,Mass Appeal,PG,Drama,1984,6.6,"December 14, 1984 ",952,99,
632,Windy City,R,Drama,1984,5.8,"January 1, 1986 ",262,103,
633,Lovelines,R,Comedy,1984,5.3,"November 2, 1984 ",241,93,
634,The Bear,PG,Biography,1984,6.1,"September 28, 1984 ",270,110,
635,Weekend Pass,R,Comedy,1984,3.8,"February 3, 1984 ",424,88,
636,Over the Brooklyn Bridge,R,Comedy,1984,5.7,"March 2, 1984 ",1400,108,
637,Fast Talking,Not Rated,Drama,1984,6.9,"April 23, 1986 ",94,95,
638,Lily in Love,PG-13,Comedy,1984,5.7,"April 19, 1985 ",184,90,
639,Winter Flight,R,Drama,1984,7.3,"February 14, 1986 ",67,89,
640,Almost You,R,Comedy,1984,5.1,"March 29, 1985 ",216,96,
641,The Adventures of Pinocchio,Not Rated,Animation,1984,5.1,"June 8, 1984 ",73,98,
642,Blame It on the Night,PG-13,Comedy,1984,5.1,"November 2, 1984 ",172,85,
643,Petit Con,R,Comedy,1984,6.2,"April 19, 1985 ",105,90,
644,Weird Science,PG-13,Comedy,1985,6.6,"August 2, 1985 ",83000,94,
645,The Goonies,PG,Adventure,1985,7.8,"June 7, 1985 ",252000,114,
646,Back to the Future,PG,Adventure,1985,8.5,"July 3, 1985 ",1100000,116,
647,To Live and Die in L.A.,R,Action,1985,7.3,"November 1, 1985 ",31000,116,
648,Clue,PG,Comedy,1985,7.3,"December 13, 1985 ",88000,94,
649,The Breakfast Club,R,Comedy,1985,7.8,"February 15, 1985 ",367000,97,
650,Cocoon,PG-13,Comedy,1985,6.7,"June 21, 1985 ",59000,117,
651,Rambo: First Blood Part II,R,Action,1985,6.5,"May 22, 1985 ",159000,96,
652,Mask,PG-13,Biography,1985,7.2,"March 22, 1985 ",27000,120,
653,Legend,PG,Adventure,1985,6.4,"April 18, 1986 ",62000,94,
654,The Return of the Living Dead,R,Comedy,1985,7.3,"August 16, 1985 ",56000,91,
655,St. Elmo's Fire,R,Drama,1985,6.4,"June 28, 1985 ",38000,110,
656,Brazil,R,Drama,1985,7.9,"December 18, 1985 ",191000,132,
657,Pale Rider,R,Drama,1985,7.3,"June 28, 1985 ",55000,115,
658,Teen Wolf,PG,Comedy,1985,6.1,"August 23, 1985 ",48000,91,
