Id,budget,gross,,
4823,9600000,4408011,,
4824,,37245453,,
4825,12000000,28237488,,
4826,6800000,351401,,
4827,33000000,13485145,,
4828,35000000,61746888,,
4829,22000000,67937494,,
4830,14200000,674918,,
4831,1000000,3399228,,
4832,30000000,251495,,
4833,,258227,,
4834,,1254005,,
4835,32000000,38741732,,
4836,,1266341,,
4837,1000000,2708087,,
4838,,92076,,
4839,,17709155,,
4840,,36099,,
4841,7000000,3601974,,
4842,4000000,2138742,,
4843,33100000,17492014,,
4844,90000000,291465373,,
4845,85000000,158964610,,
4846,72500000,163362095,,
4847,40000000,109676311,,
4848,120000000,461991867,,
4849,65000000,456068181,,
4850,35000000,326706115,,
4851,150000000,616502912,,
4852,19000000,83850267,,
4853,225000000,1066179747,,
4854,,495303,,
4855,40000000,120673227,,
4856,20000000,57194667,,
4857,26000000,14821658,,
4858,76000000,70595464,,
4859,125000000,760006945,,
4860,55000000,307127625,,
4861,8000000,101058954,,
4862,6000000,48618191,,
4863,100000000,171720398,,
4864,2000000,77356942,,
4865,110000000,574481229,,
4866,150000000,398479497,,
4867,40000000,60917189,,
4868,45000000,186003591,,
4869,15000000,9380029,,
4870,23000000,38623262,,
4871,270000000,391081192,,
4872,15000000,12834936,,
4873,35000000,99255460,,
4874,20000000,37598767,,
4875,15000000,70009308,,
4876,35000000,16468343,,
4877,210000000,460435291,,
4878,50000000,111476513,,
4879,82500000,240685326,,
4880,85000000,205850134,,
4881,50000000,100605135,,
4882,70000000,38629478,,
4883,50000000,49332692,,
4884,60000000,135039924,,
4885,27000000,56308881,,
4886,17000000,57232879,,
4887,,8481254,,
4888,,2294291,,
4889,75000000,180557550,,
4890,,6566277,,
4891,50000000,87528173,,
4892,20000000,13939963,,
4893,21000000,26768563,,
4894,,31976848,,
4895,12000000,114197742,,
4896,,89433436,,
4897,18000000,262552893,,
4898,33000000,62022014,,
4899,70000000,72785169,,
4900,12000000,42931041,,
4901,16500000,87892388,,
4902,80000000,339795890,,
4903,25000000,118890272,,
4904,30000000,53653224,,
4905,,32351125,,
4906,12000000,22989957,,
4907,45000000,178262620,,
4908,30000000,3669465,,
4909,18000000,68844775,,
4910,110000000,100266865,,
4911,24000000,155929020,,
4912,100000000,250425512,,
4913,70000000,155430335,,
4914,,123384128,,
4915,25000000,135330182,,
4916,35000000,42269923,,
4917,135000000,163794509,,
4918,10000000,164874275,,
4919,100000000,384336108,,
4920,16000000,51764406,,
4921,15000000,10907485,,
4922,,946590,,
4923,75000000,141861243,,
4924,17300000,39220946,,
4925,65000000,163247198,,
4926,12000000,38395414,,
4927,64000000,104003322,,
4928,33000000,64962629,,
4929,160000000,181674817,,
4930,149000000,178281554,,
4931,70000000,94973540,,
4932,10000000,7177143,,
4933,15000000,67062123,,
4934,8700000,7659918,,
4935,21000000,7563172,,
4936,2000000,5526675,,
4937,25000000,16162580,,
4938,52000000,205668210,,
4939,,33428799,,
4940,15000000,76700659,,
4941,80000000,164115897,,
4942,19000000,68673228,,
4943,17000000,374743,,
4944,,4046144,,
4945,90000000,65900249,,
4946,50000000,130224158,,
4947,5000000,26986174,,
4948,52000000,65664721,,
4949,30000000,61108981,,
4950,,28047963,,
4951,40000000,114830111,,
4952,40000000,38805380,,
4953,85000000,200811689,,
4954,85000000,148963822,,
4955,,2105096,,
4956,25000000,119974972,,
4957,,22903165,,
4958,15000000,21156270,,
4959,80000000,667094506,,
4960,17500000,20387597,,
4961,7000000,27298695,,
4962,4000000,8095658,,
4963,10000000,14756513,,
4964,15000000,49814392,,
4965,13000000,17471727,,
4966,,85585177,,
4967,18000000,1220058,,
4968,40000000,58480828,,
4969,50000000,82751189,,
4970,,154210,,
4971,1500000,208550,,
4972,65000000,43545364,,
4973,28000000,38159905,,
4974,6000000,63368939,,
4975,20000000,22165608,,
4976,19400000,26910847,,
4977,,4630045,,
4978,30000000,31070211,,
4979,7000000,3572632,,
4980,8000000,18948425,,
4981,,1930133,,
4982,,3438735,,
4983,51000000,116755080,,
4984,86000000,108605609,,
4985,35000000,12506362,,
4986,40000000,120455994,,
4987,45000000,78568977,,
4988,,1297260,,
4989,20000000,85749034,,
4990,60000000,17858059,,
4991,13000000,2636637,,
4992,54000000,130628903,,
4993,50000000,69865924,,
4994,,68673762,,
4995,15000000,21893591,,
4996,,11632723,,
4997,,42938449,,
4998,9000000,21510851,,
4999,1000000,454026,,
5000,8000000,18707966,,
5001,45000000,43451846,,
5002,6500000,18245244,,
5003,55000000,9451623,,
5004,28000000,16800438,,
5005,,23055884,,
5006,20000000,21170563,,
5007,,23937870,,
5008,,68072848,,
5009,,69136,,
5010,14000000,20718608,,
5011,700000,4660481,,
5012,80000000,102338515,,
5013,13000000,2689799,,
5014,,4947717,,
5015,30000000,66500090,,
5016,30000000,41480851,,
5017,50000000,55181129,,
5018,16800000,2312717,,
5019,,10800778,,
5020,10000000,4326927,,
5021,12000000,110768122,,
5022,30000000,35078241,,
5023,40000000,141522961,,
5024,20500000,29907685,,
5025,20000000,15852401,,
5026,,245292,,
5027,13000000,11130889,,
5028,,1736394,,
5029,6000000,156318,,
5030,18000000,2520835,,
5031,,2035468,,
5032,35000000,16627188,,
5033,,5515163,,
5034,1000000,,,
5035,,25229168,,
5036,300000,301047,,
5037,20000000,70711175,,
5038,12000000,5925637,,
5039,60000000,78810595,,
5040,,1689984,,
5041,,3269736,,
5042,15000000,8224998,,
5043,60000000,143325970,,
5044,25000000,76182388,,
5045,25000000,171627166,,
5046,70000000,137515140,,
5047,19000000,34612443,,
5048,20000000,118114220,,
5049,65000000,84785914,,
5050,20000000,170812526,,
5051,150000000,709709780,,
5052,150000000,942172396,,
5053,15000000,56675895,,
5054,150000000,623726085,,
5055,30000000,131016624,,
5056,61000000,95696996,,
5057,100000000,269755430,,
5058,258000000,894983373,,
5059,110000000,388156011,,
5060,,80743363,,
5061,300000000,960996492,,
5062,150000000,585410052,,
5063,,34806812,,
5064,7500000,232372681,,
5065,15000000,65048678,,
5066,24000000,101276318,,
5067,85000000,340487836,,
5068,18000000,57470220,,
5069,75000000,203553311,,
5070,30000000,219922417,,
5071,50000000,153383627,,
5072,67000000,25422088,,
5073,110000000,228738393,,
5074,,14353654,,
5075,16000000,35310019,,
5076,17000000,137587063,,
5077,20000000,47817020,,
5078,15000000,7938872,,
5079,15000000,80460948,,
5080,,56107312,,
5081,110000000,444100035,,
5082,60000000,159814490,,
5083,,92011561,,
5084,150000000,196393745,,
5085,70000000,77621983,,
5086,55000000,70016220,,
5087,45000000,29625761,,
5088,85000000,311312624,,
5089,61000000,145710347,,
5090,100000000,152005713,,
5091,45000000,147717833,,
5092,30000000,75513170,,
5093,8600000,32730062,,
5094,20000000,22382047,,
5095,150000000,293514336,,
5096,60000000,128453183,,
5097,40000000,130290885,,
5098,160000000,813367380,,
5099,25000000,132963417,,
5100,70000000,87019158,,
5101,30000000,15001776,,
5102,25000000,59768495,,
5103,10200000,35728183,,
5104,130000000,301913131,,
5105,180000000,372234864,,
5106,140000000,258097122,,
5107,,44852,,
5108,2600000,553198,,
5109,20000000,87238158,,
5110,150000000,169333034,,
5111,25000000,92991835,,
5112,45000000,175372502,,
5113,15000000,67091915,,
5114,75000000,119483446,,
5115,15000,193355800,,
5116,21000000,43095175,,
5117,18000000,25038466,,
5118,,29541790,,
5119,60000000,365352546,,
5120,30000000,156835339,,
5121,35000000,20576198,,
5122,130000000,459242249,,
5123,12000000,11293663,,
5124,,78638987,,
5125,22000000,147880543,,
5126,50000000,82169884,,
5127,10000000,139352633,,
5128,20000000,84297309,,
5129,75000000,536414293,,
5130,,2340110,,
5131,9000000,46789413,,
5132,,253625427,,
5133,20000000,48443734,,
5134,19000000,35442935,,
5135,,21897373,,
5136,25000000,232225908,,
5137,60795000,73534117,,
5138,,8642858,,
5139,10000000,1035056,,
5140,30000000,66122026,,
5141,40000000,145896422,,
5142,11000000,1783226,,
5143,20000000,11792542,,
5144,10000000,22021262,,
5145,30000000,77677553,,
5146,39000000,27122238,,
5147,175000000,174440724,,
5148,25000000,68474305,,
5149,,8159508,,
5150,16000000,5371181,,
5151,70000000,69787394,,
5152,85000000,187134117,,
5153,,4631926,,
5154,25000000,86274793,,
5155,150000,20936722,,
5156,25000000,40481352,,
5157,4000000,18197518,,
5158,55000000,75782758,,
5159,1500000,22240529,,
5160,45000000,31852619,,
5161,28000000,92601050,,
5162,34000000,95802916,,
5163,15000000,37697773,,
5164,,142666,,
5165,10000000,25399945,,
5166,16500000,13620075,,
5167,20000000,75011029,,
5168,20000000,22242388,,
5169,20000000,26013153,,
5170,10000000,31609243,,
5171,16500000,37407812,,
5172,,40953935,,
5173,60000000,13097915,,
5174,,41739766,,
5175,45000000,30984583,,
5176,20000000,13539154,,
5177,21000000,55033767,,
5178,4600000,1432799,,
5179,20000000,16974459,,
5180,40000000,103967384,,
5181,4000000,14759148,,
5182,,19780116,,
5183,10000000,22007671,,
5184,10000000,2900156,,
5185,16000000,55060212,,
5186,,628258,,
5187,,39997274,,
5188,,5741608,,
5189,15000000,55862886,,
5190,45000000,31575877,,
5191,8000000,7766240,,
5192,40000000,62771059,,
5193,80000000,40170558,,
5194,5000000,784604,,
5195,7000000,5713425,,
5196,7300000,22783978,,
5197,15000000,30271556,,
5198,20000000,25000167,,
5199,,130880,,
5200,12000000,9669758,,
5201,65000000,69474661,,
5202,,2850927,,
5203,35000000,117252578,,
5204,,69485490,,
5205,,10174839,,
5206,100000000,97838349,,
5207,5000000,1229330,,
5208,35000000,64811540,,
5209,17000000,10921200,,
5210,12000000,5254986,,
5211,30000000,26810113,,
5212,,65270477,,
5213,35000000,25303038,,
5214,2000000,5540941,,
5215,,16444137,,
5216,18000000,26527510,,
5217,,1298037,,
5218,,691733,,
5219,13000000,7248490,,
5220,,18814713,,
5221,,185699,,
5222,20000000,30666930,,
5223,10000000,17562071,,
5224,,719968,,
5225,,10065630,,
5226,27500000,27066382,,
5227,35000000,70181325,,
5228,30000000,32593385,,
5229,,27308918,,
5230,,15291277,,
5231,,179381,,
5232,,586888,,
5233,,346592,,
5234,13000000,75511123,,
5235,3750000,131961,,
5236,,10653221,,
5237,,22687639,,
5238,,187488,,
5239,,7163566,,
5240,15000000,146741,,
5241,25000000,7674033,,
5242,,10871449,,
5243,16000000,8591255,,
5244,185000000,1005973645,,
5245,37000000,408430415,,
5246,140000000,585796247,,
5247,150000000,264770996,,
5248,130000000,631746197,,
5249,92000000,195702963,,
5250,65000000,128108211,,
5251,200000000,589580482,,
5252,52000000,611257819,,
5253,9000000,82410456,,
5254,185000000,790653942,,
5255,25000000,226837760,,
5256,150000000,335802786,,
5257,75000000,342463063,,
5258,37000000,163728902,,
5259,35000000,75981180,,
5260,24000000,42784344,,
5261,180000000,521311890,,
5262,30000000,105833257,,
5263,55000000,169748929,,
5264,15500000,96409300,,
5265,15000000,34085749,,
5266,65000000,418765519,,
5267,15000000,378410542,,
5268,25000000,70439696,,
5269,18000000,25740863,,
5270,33000000,269958228,,
5271,,43343384,,
5272,32000000,108902486,,
5273,15000000,49259766,,
5274,50000000,113244290,,
5275,,3984669,,
5276,48000000,163403799,,
5277,6000000,44734660,,
5278,25000000,172394180,,
5279,55000000,113398237,,
5280,80000000,178767383,,
5281,8000000,22818256,,
5282,35000000,78201830,,
5283,35000000,159808370,,
5284,20000000,41627431,,
5285,145000000,403449830,,
5286,150000000,629443428,,
5287,60000000,244232688,,
5288,2900000,,,
5289,150000000,309979994,,
5290,19000000,18755936,,
5291,45000000,76014335,,
5292,225000000,419665568,,
5293,27000000,101624843,,
5294,12500000,40416563,,
5295,75000000,201545517,,
5296,30000000,162655351,,
5297,4000000,11227336,,
5298,28000000,92649419,,
5299,32000000,51262751,,
5300,20000000,21972336,,
5301,,55990299,,
5302,55000000,128792411,,
5303,230000,2260712,,
5304,130000000,211787511,,
5305,70000000,223241637,,
5306,70000000,115900897,,
5307,20000000,34816824,,
5308,35000000,71571300,,
5309,34000000,204826668,,
5310,85000000,225132113,,
5311,120000000,93945766,,
5312,20000000,64828421,,
5313,20000000,66476363,,
5314,80000000,230685453,,
5315,35000000,10161493,,
5316,90000000,204313400,,
5317,85000000,168319243,,
5318,20000000,4658401,,
5319,60000000,255743093,,
5320,70000000,111231041,,
5321,11000000,39952437,,
5322,10000000,33556631,,
5323,90000000,164170327,,
5324,30000000,22472631,,
5325,35000000,87066930,,
5326,80000000,233093859,,
5327,20000000,54589558,,
5328,150000000,603900354,,
5329,60000000,39164441,,
5330,20000000,27090159,,
5331,5000000,4629770,,
5332,15000000,8808935,,
5333,17500000,150988382,,
5334,55000000,44004502,,
5335,8500000,188126,,
5336,50000000,7034698,,
5337,10800000,113864059,,
5338,,16724933,,
5339,,3185113,,
5340,85000000,298572799,,
5341,16000000,50007546,,
5342,3000000,3982459,,
5343,20000000,51699984,,
5344,80000000,212874864,,
5345,105000000,269784201,,
5346,15000000,3534313,,
5347,40000000,49944325,,
5348,40000000,106407672,,
5349,35000000,219375562,,
5350,20000000,5530764,,
5351,60000000,62803180,,
5352,20000000,27712362,,
5353,40000000,152039882,,
5354,25100000,29560587,,
5355,,1596232,,
5356,35000000,52933513,,
5357,,129710514,,
5358,8000000,16580250,,
5359,28000000,19152009,,
5360,30000000,108979549,,
5361,20000000,57197876,,
5362,11000000,252909177,,
5363,,16937968,,
5364,60000000,79498846,,
5365,58000000,41319039,,
5366,30000000,85897593,,
5367,8500000,68282844,,
5368,35000000,78094714,,
5369,12000000,43495888,,
5370,30000000,64444713,,
5371,37000000,100104565,,
5372,55000000,17929684,,
5373,12000000,41319906,,
5374,45000000,42487390,,
5375,30000000,84375346,,
5376,80000000,164112721,,
5377,27000000,44352417,,
5378,30000000,31200557,,
5379,25000000,19844979,,
5380,35000000,34209066,,
5381,,4297711,,
5382,,40945,,
5383,20000000,6964734,,
5384,25000000,27426335,,
5385,,34861529,,
5386,25000000,11212953,,
5387,9800000,16303643,,
5388,70000000,72109200,,
5389,,3179014,,
5390,,2961647,,
5391,10000000,44261209,,
5392,25000000,5798974,,
5393,8000000,48555306,,
5394,25000000,18024545,,
5395,,38316584,,
5396,,694422,,
5397,12000000,58010320,,
5398,62000000,40877556,,
5399,18000000,382174,,
5400,30000000,69363381,,
5401,,131856927,,
5402,200000,1192995,,
5403,,1194397,,
5404,20000000,45847751,,
5405,15000000,5926410,,
5406,20000000,44655002,,
5407,500000,33473297,,
5408,22000000,27675014,,
5409,20000000,41624687,,
5410,14700000,14603177,,
5411,11500000,409832,,
5412,12000000,8883644,,
5413,1500000,32118,,
5414,,18696602,,
5415,20000000,149292488,,
5416,1500000,11179372,,
5417,7000000,2674090,,
5418,,70636951,,
5419,22000000,26412163,,
5420,20000000,5642478,,
5421,20000000,13451186,,
5422,60000000,86957280,,
5423,,41975388,,
5424,8000000,3234706,,
5425,,338440,,
5426,20000000,30579406,,
5427,40000000,9808124,,
5428,,18463793,,
5429,,26937355,,
5430,25000000,6759057,,
5431,60000000,51339567,,
5432,,2342211,,
5433,,390128,,
5434,25000000,30893885,,
5435,6000000,3175469,,
5436,,49529913,,
5437,40000000,28972508,,
5438,1000000,5457664,,
5439,6000000,52132,,
5440,,32568427,,
5441,35000000,43655418,,
5442,,37105289,,
5443,3500000,1138322,,
5444,70000000,321457747,,
5445,150000000,385680446,,
5446,237000000,2847246203,,
5447,16000000,31556061,,
5448,130000000,185382813,,
5449,85000000,360366870,,
5450,175000000,302469017,,
5451,35000000,469310836,,
5452,250000000,934454096,,
5453,40000000,178866158,,
5454,200000000,791217826,,
5455,65000000,93621340,,
5456,,87812371,,
5457,23600000,102392080,,
5458,7500000,60800444,,
5459,90000000,524028679,,
5460,30000000,210888950,,
5461,29000000,309208309,,
5462,175000000,735099102,,
5463,150000000,373062864,,
5464,40000000,46474181,,
5465,26000000,43474578,,
5466,,77912251,,
5467,,60262836,,
5468,3900000,961203,,
5469,200000000,836303693,,
5470,25000000,166842739,,
5471,50000000,711025481,,
5472,11000000,7413863,,
5473,19000000,91509154,,
5474,105000000,267045765,,
5475,200000000,371353001,,
5476,60000000,124596837,,
5477,5000000,9760107,,
5478,40000000,91980359,,
5479,100000000,214104620,,
5480,,325113,,
5481,50000000,127944208,,
5482,40000000,317375031,,
5483,47000000,3559160,,
5484,16000000,775385,,
5485,20000000,136316880,,
5486,50000000,183658498,,
5487,20000000,18599102,,
5488,,676126,,
5489,150000000,485930816,,
5490,25000000,27639579,,
5491,15000000,16691303,,
5492,2000000,35079650,,
5493,33000000,20648328,,
5494,175000000,381509870,,
5495,35000000,92158961,,
5496,70000000,171844840,,
5497,12000000,1790061,,
5498,30000000,90842646,,
5499,15000000,45995223,,
5500,13000000,104414200,,
5501,20000000,31198531,,
5502,100000000,100140916,,
5503,12500000,27206120,,
5504,50000000,40828540,,
5505,30000000,61808775,,
5506,150000000,413106170,,
5507,60000000,62357900,,
5508,,17164820,,
5509,10000000,63649529,,
5510,39000000,101344412,,
5511,100000000,243006126,,
5512,14000000,22955544,,
5513,60000000,122426792,,
5514,5000000,17203507,,
5515,38000000,321682600,,
5516,18500000,32406507,,
5517,10000000,47719794,,
5518,7000000,31430334,,
5519,8000000,10848783,,
5520,6000000,10234475,,
5521,40000000,61601280,,
5522,25000000,69095771,,
5523,100000000,68777554,,
5524,7000000,24964890,,
5525,,1808,,
5526,50000000,36348784,,
5527,30000000,55720772,,
5528,,12035862,,
5529,26000000,28190603,,
5530,100000000,150166126,,
5531,85000000,219103655,,
5532,15000000,39421467,,
5533,40000000,186167139,,
5534,14000000,13657649,,
5535,70000000,39457342,,
5536,10000000,7043835,,
5537,20000000,51417188,,
5538,7500000,26096852,,
5539,7000000,47405566,,
5540,90000000,886686817,,
5541,20000000,34572541,,
5542,50000000,60253843,,
5543,,41633384,,
5544,15000000,100734718,,
5545,40000000,129540522,,
5546,,108394089,,
5547,65000000,106387141,,
5548,30000000,48428063,,
5549,35000000,29196409,,
5550,30000000,27127620,,
5551,13000000,17874044,,
5552,30000000,95714875,,
5553,30000000,115375850,,
5554,80000000,122444772,,
5555,,282737,,
5556,75000000,71585235,,
5557,11000000,68234154,,
5558,3000000,2404300,,
5559,38000000,48858618,,
5560,4500000,2425535,,
5561,80000000,54004950,,
5562,20000000,73830347,,
5563,26000000,183348429,,
5564,30000000,33334176,,
5565,21000000,16443609,,
5566,42000000,138805831,,
5567,18000000,15821907,,
5568,16000000,76514050,,
5569,5000000,13085023,,
5570,20000000,44420167,,
5571,,348327,,
5572,15000000,40105542,,
5573,35000000,96753696,,
5574,,6577779,,
5575,1700000,1060941,,
5576,,67153225,,
5577,37500000,102366815,,
5578,10000000,77578320,,
5579,13000000,20768906,,
5580,25000000,10606422,,
5581,2900000,296557,,
5582,17000000,45719985,,
5583,,7787487,,
5584,18000000,19319671,,
5585,8000000,10629321,,
5586,15000000,36020534,,
5587,30000000,155545279,,
5588,,879422,,
5589,75000000,443140005,,
5590,22000000,17280326,,
5591,4000000,386078,,
5592,18000000,77211836,,
5593,,12014663,,
5594,900000,101215,,
5595,20000000,754301,,
5596,65000000,39886986,,
5597,,5805279,,
5598,17000000,20458873,,
5599,150000000,292817898,,
5600,58000000,85280250,,
5601,17000000,15779455,,
5602,18000000,36088028,,
5603,,44276335,,
5604,18000000,19651093,,
5605,18000000,26973554,,
5606,8500000,14374652,,
5607,7300000,10371451,,
5608,60000000,78176181,,
5609,70000000,76025134,,
5610,22000000,41771168,,
5611,,26676,,
5612,70000000,105647102,,
5613,19000000,3676533,,
5614,,90508336,,
5615,200000000,325286646,,
5616,,5102705,,
5617,6000000,7878856,,
5618,23000000,50812934,,
5619,800000,2166797,,
5620,,18434328,,
5621,6500000,1595417,,
5622,,439587,,
5623,60000000,38332994,,
5624,,221805,,
5625,35000000,17976667,,
5626,25000000,4515258,,
5627,,13514,,
5628,8000000,1803412,,
5629,800000,896919,,
5630,10000000,15300885,,
5631,6000000,4591629,,
5632,40000000,39291383,,
5633,45000000,57881056,,
5634,18000000,12764201,,
5635,,2372,,
5636,18000000,37472736,,
5637,,32482728,,
5638,10000000,4091378,,
5639,10000000,118492,,
5640,23000000,9368242,,
5641,3000000,5073,,
5642,,101860,,
5643,5600000,18853164,,
5644,160000000,836836967,,
5645,200000000,623933331,,
5646,80000000,294805697,,
5647,60000000,48917974,,
5648,80000000,271457301,,
5649,20000000,49779728,,
5650,30000000,96188903,,
5651,13000000,329398046,,
5652,37000000,154026136,,
5653,,977043483,,
5654,14000000,4324817,,
5655,40000000,224920375,,
5656,200000000,321669741,,
5657,500000,5060438,,
5658,1500000,99557032,,
5659,260000000,592462816,,
5660,58000000,199006387,,
5661,2000000,1278650,,
5662,150000000,319713881,,
5663,165000000,494879471,,
5664,20000000,67876281,,
5665,6800000,7099598,,
5666,100000000,290745055,,
5667,55000000,89520336,,
5668,200000000,1025468216,,
5669,69000000,543113985,,
5670,30000000,102820008,,
5671,38000000,252276927,,
5672,100000000,278780441,,
5673,68000000,698491347,,
5674,95000000,226497209,,
5675,125000000,493214993,,
5676,80000000,157107755,,
5677,1000000,15440333,,
5678,117000000,261989769,,
5679,24000000,83188165,,
5680,18000000,60738797,,
5681,80000000,274470394,,
5682,100000000,170458922,,
5683,170000000,400063852,,
5684,38000000,105734416,,
5685,,12966357,,
5686,200000000,1066970811,,
5687,30000000,67448651,,
5688,8000000,75026327,,
5689,15000000,427374317,,
5690,25000000,129190869,,
5691,10500000,45491656,,
5692,20000000,45636368,,
5693,130000000,321885765,,
5694,25000000,29397654,,
5695,100000000,167805466,,
5696,40000000,359126022,,
5697,60000000,204594016,,
5698,12000000,6890432,,
5699,110000000,177238796,,
5700,,7209912,,
5701,36000000,64780213,,
5702,200000000,336365676,,
5703,15000000,76196538,,
5704,15000000,9918093,,
5705,40000000,127233108,,
5706,3000000,19439764,,
5707,26000000,67918658,,
5708,16000000,56032889,,
5709,47000000,10903312,,
5710,110000000,293503354,,
5711,40000000,60040976,,
5712,2000000,13796834,,
5713,35000000,115695182,,
5714,60000000,300228084,,
5715,32000000,80205382,,
5716,,43551154,,
5717,30000000,24172201,,
5718,75000000,98159963,,
5719,,5224938,,
5720,65000000,211780824,,
5721,10000000,62695489,,
5722,100000000,154711438,,
5723,24000000,35626958,,
5724,2500000,422618,,
5725,8000000,6491240,,
5726,20000000,54806823,,
5727,165000000,752600867,,
5728,155000000,415686217,,
5729,,,,
5730,20000000,27093592,,
5731,,,,
5732,4000000,34758951,,
5733,55000000,152263880,,
5734,19000000,32686500,,
5735,,6149356,,
5736,100000000,310650585,,
5737,10000000,4681651,,
5738,150000000,215283742,,
5739,10000000,9322895,,
5740,,3843774,,
5741,,56491,,
5742,45000000,60331447,,
5743,10000000,66984887,,
5744,,1214424,,
5745,80000000,81126522,,
5746,,44723232,,
5747,15000000,27293743,,
5748,,5341098,,
5749,52000000,216485654,,
5750,30000000,79628830,,
5751,25000000,114984666,,
5752,40000000,91720255,,
5753,69000000,86855739,,
5754,120000000,48668907,,
5755,23000000,149411550,,
5756,112000000,237382724,,
5757,,3875173,,
5758,48000000,112462508,,
5759,19000000,49843011,,
5760,30000000,159291809,,
5761,,13348704,,
5762,,11514,,
5763,,382879,,
5764,,7736632,,
5765,70000000,134748021,,
5766,20000000,89137047,,
5767,30000000,55611001,,
5768,500000,101729,,
5769,,25147786,,
5770,20000000,32054369,,
5771,40000000,136333522,,
5772,52000000,52844496,,
5773,6000000,18689058,,
5774,35000000,93251121,,
5775,,1754389,,
5776,8000000,3494154,,
5777,55000000,43053376,,
5778,32000000,42059111,,
5779,7000000,14788642,,
5780,35000000,60321861,,
5781,,15089448,,
5782,21000000,49050886,,
5783,28000000,66166000,,
5784,50000000,106956330,,
5785,32000000,18409891,,
5786,20000000,80547866,,
5787,,626396,,
5788,,1870392,,
5789,,12037973,,
5790,5000000,2648195,,
5791,,15038301,,
5792,3200000,14311701,,
5793,80000000,140073390,,
5794,5000000,5144717,,
5795,2000000,1205257,,
5796,12500000,11104555,,
5797,4000000,595802,,
5798,12000000,42345360,,
5799,,11042068,,
5800,15000000,8087000,,
5801,7000000,9933873,,
5802,3000000,177512032,,
5803,13000000,4052191,,
5804,7000000,649626,,
5805,,6344112,,
5806,22000000,10300416,,
5807,20000000,60673972,,
5808,1800000,69432527,,
5809,4000000,143485,,
5810,25000000,8307227,,
5811,22000000,25806953,,
5812,,416675,,
5813,35000000,77477008,,
5814,,814906,,
5815,,434862,,
5816,25000000,38269529,,
5817,15000000,20529194,,
5818,,53319615,,
5819,44000000,48190704,,
5820,,8444544,,
5821,650000,405380,,
5822,10000000,1671196,,
5823,30000000,12106921,,
5824,22000000,36015260,,
5825,25000000,15625544,,
5826,35000000,36351945,,
5827,20000000,405861,,
5828,12000000,2169799,,
5829,31000000,15134293,,
5830,80000000,203509374,,
5831,25000000,21500813,,
5832,,24792815,,
5833,42000000,11103434,,
5834,800000,156190,,
5835,,3945217,,
5836,7000000,449702,,
5837,21000000,37981984,,
5838,500000,453708,,
5839,25000000,146149,,
5840,,3696522,,
5841,8000000,25603,,
5842,,635162,,
5843,5000000,2820490,,
5844,140000000,370569774,,
5845,150000000,449326618,,
5846,125000000,1342321665,,
5847,5000000,3741098,,
5848,32500000,288383523,,
5849,125000000,626137675,,
5850,17000000,151653750,,
5851,50000000,110206216,,
5852,90000000,232617430,,
5853,80000000,214945591,,
5854,,426588510,,
5855,15000000,77187281,,
5856,200000000,219851172,,
5857,30000000,69935600,,
5858,25000000,216639112,,
5859,50000000,145051197,,
5860,25000000,149228077,,
5861,250000000,1045713802,,
5862,82000000,89792502,,
5863,25000000,23308615,,
5864,150000000,665692281,,
5865,35000000,149542245,,
5866,75000000,226904017,,
5867,160000000,352616690,,
5868,60000000,136515867,,
5869,20000000,216197492,,
5870,40000000,173930596,,
5871,15000000,59389433,,
5872,40000000,97231420,,
5873,6500000,19123767,,
5874,145000000,694713380,,
5875,50000000,260095986,,
5876,7000000,9232318,,
5877,27000000,161849455,,
5878,30000000,135710029,,
5879,195000000,1123794079,,
5880,163000000,174822325,,
5881,,81529126,,
5882,110000000,712205856,,
5883,90000000,63523283,,
5884,200000000,559852396,,
5885,135000000,245724603,,
5886,7400000,17039814,,
5887,32000000,147332697,,
5888,110000000,299268508,,
5889,35000000,209838559,,
5890,90000000,483866518,,
5891,,33750478,,
5892,125000000,543848418,,
5893,75000000,132274484,,
5894,,408680,,
5895,75000000,152930623,,
5896,40000000,97984015,,
5897,50000000,120081841,,
5898,93000000,481800873,,
5899,49900000,28013733,,
5900,40000000,86752352,,
5901,40000000,71508440,,
5902,30000000,75055070,,
5903,35000000,82087155,,
5904,500000,22926076,,
5905,150000000,185770310,,
5906,50200000,127869379,,
5907,,285984,,
5908,32000000,58409247,,
5909,,3143514,,
5910,11000000,4633668,,
5911,,34710627,,
5912,12000000,1188194,,
5913,66000000,177584879,,
5914,52000000,75450437,,
5915,1100000,9148519,,
5916,3500000,19504039,,
5917,,4778439,,
5918,30000000,63782078,,
5919,8000000,41097853,,
5920,20000000,177243185,,
5921,135000000,373993951,,
5922,30000000,64626786,,
5923,40000000,157887643,,
5924,60000000,149878437,,
5925,24000000,63543328,,
5926,1000000,26895481,,
5927,,5192743,,
5928,,1680778,,
5929,38000000,31505287,,
5930,50000000,40909909,,
5931,79000000,149673788,,
5932,80000000,169852759,,
5933,80000000,586764305,,
5934,36000000,86157237,,
5935,10000000,136836272,,
5936,25000000,79781695,,
5937,25000000,34942188,,
5938,23000000,7550073,,
5939,40000000,76130093,,
5940,57000000,132563930,,
5941,70000000,211819354,,
5942,120000000,227817248,,
5943,70000000,57084522,,
5944,25000000,41363927,,
5945,35000000,84920539,,
5946,50000000,39984400,,
5947,23000000,34513760,,
5948,,30519436,,
5949,45000000,165184237,,
